customerKey,customerSortKey,address,city,zipCode,customerType,leaseTerms,moveInDate,moveOutDate
415,LEASE#uw-3660,1285 Sunfield Junction,Salinas,93907,Resident,2,4/15/2001,4/15/2003
830,LEASE#is-3509,78710 Lakewood Junction,Santa Barbara,93106,Resident,2,4/13/2001,4/13/2003
693,LEASE#mf-5694,1 Loftsgordon Alley,Whittier,90610,Resident,2,4/12/2001,4/12/2003
34,LEASE#ou-5649,13 Oriole Court,San Diego,92132,Resident,2,4/8/2001,4/8/2003
615,LEASE#dy-8653,30 Clyde Gallagher Place,Escondido,92030,Resident,1,3/31/2002,3/31/2003
238,LEASE#ii-2408,8957 International Parkway,Boston,2119,Resident,1,3/29/2002,3/29/2003
927,LEASE#ka-2732,866 Northridge Trail,Los Angeles,90071,Resident,2,3/29/2001,3/29/2003
933,LEASE#cm-6477,2357 Gerald Drive,Corona,92883,Resident,3,3/23/2000,3/23/2003
350,LEASE#zk-4124,22 Carey Place,San Jose,95194,Resident,2,3/22/2001,3/22/2003
233,LEASE#lj-2254,20 Atwood Pass,Lynn,1905,Resident,1,3/20/2002,3/20/2003
74,LEASE#ei-4243,7 2nd Hill,Berkeley,94712,Resident,2,3/19/2001,3/19/2003
921,LEASE#ms-7469,0 Killdeer Circle,Alhambra,91841,Resident,1,3/19/2002,3/19/2003
508,LEASE#kh-5651,0 Golf Course Street,Waltham,2453,Resident,1,3/18/2002,3/18/2003
177,LEASE#kq-5739,852 Londonderry Alley,Augusta,30919,Resident,2,3/15/2001,3/15/2003
561,LEASE#lo-8887,74136 Johnson Park,Escondido,92030,Resident,2,3/14/2001,3/14/2003
148,LEASE#it-1682,10 Lakewood Plaza,Glendale,91205,Resident,1,3/7/2002,3/7/2003
984,LEASE#za-6757,303 Bluestem Terrace,Santa Barbara,93111,Resident,3,3/7/2000,3/7/2003
385,LEASE#dp-5678,5 Bashford Trail,San Rafael,94913,Resident,2,3/4/2001,3/4/2003
751,LEASE#os-7997,063 Barnett Park,Irvine,92619,Resident,1,3/1/2002,3/1/2003
86,LEASE#wu-8915,8473 Anthes Pass,Long Beach,90847,Resident,3,2/29/2000,2/28/2003
340,LEASE#px-0761,255 Pierstorff Road,San Rafael,94913,Resident,3,2/28/2000,2/28/2003
587,LEASE#tf-8256,288 Maywood Plaza,Garden Grove,92844,Resident,3,2/29/2000,2/28/2003
890,LEASE#ej-0601,3 Golf Avenue,Carlsbad,92013,Resident,3,2/27/2000,2/27/2003
843,LEASE#fl-3281,19373 Ridgeview Park,Atlanta,30301,Resident,3,2/25/2000,2/25/2003
102,LEASE#br-9418,19 Lien Crossing,Oakland,94605,Resident,1,2/24/2002,2/24/2003
51,LEASE#hq-2586,6 Farragut Circle,Atlanta,31132,Resident,2,2/23/2001,2/23/2003
705,LEASE#kv-4660,8222 Grayhawk Terrace,Los Angeles,90010,Resident,1,2/22/2002,2/22/2003
929,LEASE#et-9918,63431 Algoma Street,Atlanta,31132,Resident,3,2/22/2000,2/22/2003
773,LEASE#wa-5939,8102 Londonderry Alley,Los Angeles,90076,Resident,1,2/20/2002,2/20/2003
669,LEASE#kc-1790,6 Grayhawk Court,Oceanside,92056,Resident,2,2/19/2001,2/19/2003
944,LEASE#ko-8028,06 Acker Alley,Atlanta,30380,Resident,3,2/16/2000,2/16/2003
75,LEASE#we-1484,006 Lerdahl Street,Santa Ana,92705,Resident,1,2/8/2002,2/8/2003
449,LEASE#vm-8168,7 Menomonie Park,Garden Grove,92844,Resident,1,2/8/2002,2/8/2003
812,LEASE#ct-2578,465 Delaware Junction,San Diego,92186,Resident,3,2/4/2000,2/4/2003
138,LEASE#mp-2393,162 Thierer Street,Los Angeles,90076,Resident,1,2/2/2002,2/2/2003
53,LEASE#ev-0549,27 Bluestem Place,Los Angeles,90055,Resident,2,1/31/2001,1/31/2003
861,LEASE#ev-9193,07889 Straubel Lane,San Francisco,94164,Resident,3,1/30/2000,1/30/2003
684,LEASE#sw-9542,82251 Basil Hill,Pasadena,91103,Resident,3,1/27/2000,1/27/2003
539,LEASE#bj-7286,72978 Green Park,Long Beach,90840,Resident,2,1/26/2001,1/26/2003
570,LEASE#nx-0081,62779 Southridge Road,San Francisco,94137,Resident,2,1/26/2001,1/26/2003
316,LEASE#gf-7851,50502 Hoard Center,San Diego,92153,Resident,2,1/22/2001,1/22/2003
386,LEASE#ty-5813,621 Caliangt Terrace,Pasadena,91109,Resident,3,1/19/2000,1/19/2003
362,LEASE#vg-8623,42256 Straubel Way,Moreno Valley,92555,Resident,3,1/12/2000,1/12/2003
182,LEASE#bh-2327,79455 Acker Avenue,Santa Ana,92705,Resident,2,1/10/2001,1/10/2003
632,LEASE#ex-9834,4 Rusk Circle,San Diego,92127,Resident,3,1/5/2000,1/5/2003
397,LEASE#fb-2893,92 Hudson Way,San Diego,92110,Resident,1,1/3/2002,1/3/2003
245,LEASE#ft-8549,800 Truax Parkway,San Francisco,94142,Resident,1,1/2/2002,1/2/2003
431,LEASE#wh-7501,2247 Kenwood Crossing,Waltham,2453,Resident,3,1/2/2000,1/2/2003
733,LEASE#ze-9414,3686 Monument Lane,San Francisco,94147,Resident,1,12/26/2001,12/26/2002
999,LEASE#gc-5695,3405 David Avenue,Fresno,93721,Resident,1,12/23/2001,12/23/2002
659,LEASE#ri-8885,0670 Rockefeller Road,San Diego,92153,Resident,2,12/20/2000,12/20/2002
212,LEASE#cm-6464,626 Debs Parkway,Boston,2298,Resident,1,12/17/2001,12/17/2002
844,LEASE#wm-1685,080 Graedel Park,Pasadena,91199,Resident,1,12/17/2001,12/17/2002
980,LEASE#dd-4680,96 Novick Hill,Decatur,30033,Resident,2,12/16/2000,12/16/2002
668,LEASE#qp-9334,50 Forest Place,Irvine,92717,Resident,1,12/14/2001,12/14/2002
396,LEASE#wj-2331,98 Veith Plaza,Macon,31205,Resident,2,12/12/2000,12/12/2002
732,LEASE#ql-5972,3 Cordelia Alley,Boston,2163,Resident,2,12/12/2000,12/12/2002
322,LEASE#at-4454,5601 Kenwood Drive,San Diego,92191,Resident,2,12/11/2000,12/11/2002
800,LEASE#vg-9772,65 Buena Vista Circle,Los Angeles,90065,Resident,2,12/4/2000,12/4/2002
878,LEASE#eu-9373,0121 Hanson Point,Chico,95973,Resident,2,11/23/2000,11/23/2002
895,LEASE#zg-1284,750 Union Lane,Worcester,1654,Resident,1,11/23/2001,11/23/2002
516,LEASE#lk-7916,24916 Chinook Circle,Fresno,93721,Resident,1,11/15/2001,11/15/2002
912,LEASE#sp-8542,1 Londonderry Terrace,San Francisco,94137,Resident,2,11/9/2000,11/9/2002
555,LEASE#ni-1672,69109 Jenna Pass,San Diego,92196,Resident,2,11/6/2000,11/6/2002
440,LEASE#lq-1838,05 Meadow Ridge Plaza,Sacramento,95894,Resident,2,11/5/2000,11/5/2002
347,LEASE#rj-9958,7949 Ilene Parkway,Atlanta,31196,Resident,2,11/4/2000,11/4/2002
467,LEASE#uv-2736,4 Sunbrook Street,Atlanta,30323,Resident,1,11/3/2001,11/3/2002
454,LEASE#ez-9744,5 Hayes Road,Oakland,94622,Resident,2,10/31/2000,10/31/2002
471,LEASE#os-4640,99 David Drive,Los Angeles,90060,Resident,1,10/30/2001,10/30/2002
802,LEASE#ro-6022,6 Ilene Road,Stockton,95210,Resident,2,10/28/2000,10/28/2002
1,LEASE#wk-8444,278 Magdeline Way,Newton,2458,Resident,1,10/25/2001,10/25/2002
395,LEASE#ix-5081,24953 Killdeer Terrace,Sacramento,94230,Resident,2,10/23/2000,10/23/2002
142,LEASE#ex-1501,197 Fremont Crossing,Newport Beach,92662,Resident,2,10/14/2000,10/14/2002
502,LEASE#rr-3573,8059 Brown Plaza,Whittier,90610,Resident,1,10/12/2001,10/12/2002
965,LEASE#ue-7002,645 Monica Avenue,Atlanta,30356,Resident,2,9/29/2000,9/29/2002
302,LEASE#zi-5337,03888 Rowland Street,Oakland,94611,Resident,1,9/26/2001,9/26/2002
318,LEASE#ol-0442,292 Troy Plaza,Oakland,94622,Resident,1,9/26/2001,9/26/2002
41,LEASE#dc-3016,8290 Cambridge Street,Sacramento,94291,Resident,2,9/23/2000,9/23/2002
209,LEASE#nw-3884,8 Nobel Place,Torrance,90505,Resident,2,9/18/2000,9/18/2002
602,LEASE#zp-4051,92059 Garrison Trail,Atlanta,30358,Resident,1,9/13/2001,9/13/2002
205,LEASE#df-4631,2 Pennsylvania Point,Pasadena,91131,Resident,2,9/11/2000,9/11/2002
378,LEASE#sj-5272,4638 Messerschmidt Center,Valdosta,31605,Resident,2,9/10/2000,9/10/2002
253,LEASE#xa-5869,85954 Forest Dale Junction,Torrance,90505,Resident,1,9/7/2001,9/7/2002
7,LEASE#kq-1482,5010 Delladonna Hill,San Francisco,94147,Resident,1,9/2/2001,9/2/2002
189,LEASE#fv-7546,39 1st Road,Long Beach,90805,Resident,1,9/2/2001,9/2/2002
527,LEASE#om-2178,97192 Granby Avenue,San Bernardino,92424,Resident,1,9/2/2001,9/2/2002
860,LEASE#ay-0094,83937 Hudson Avenue,Corona,92878,Resident,1,9/1/2001,9/1/2002
22,LEASE#eq-1344,522 Kensington Junction,Decatur,30089,Resident,1,8/29/2001,8/29/2002
407,LEASE#vg-8519,56785 Mosinee Pass,Waltham,2453,Resident,2,8/27/2000,8/27/2002
456,LEASE#ed-6087,794 Sommers Street,Atlanta,31106,Resident,2,8/21/2000,8/21/2002
607,LEASE#gz-0813,80 Sheridan Trail,Waltham,2453,Resident,1,8/20/2001,8/20/2002
452,LEASE#ln-3161,9 Drewry Road,Bakersfield,93381,Resident,1,8/17/2001,8/17/2002
161,LEASE#kz-8779,21 Magdeline Road,Gainesville,30506,Resident,2,8/6/2000,8/6/2002
62,LEASE#nx-6829,6906 Monica Park,Atlanta,30380,Resident,1,8/1/2001,8/1/2002
869,LEASE#mg-9115,8 New Castle Circle,Stockton,95210,Resident,1,7/31/2001,7/31/2002
957,LEASE#qv-9548,1832 Meadow Vale Drive,San Francisco,94137,Resident,2,7/27/2000,7/27/2002
355,LEASE#yu-8832,5 Atwood Parkway,Santa Barbara,93150,Resident,1,7/25/2001,7/25/2002
845,LEASE#mz-7393,15512 Pond Avenue,Newton,2458,Resident,1,7/23/2001,7/23/2002
885,LEASE#wd-5853,35 Mandrake Crossing,Los Angeles,90065,Resident,2,7/23/2000,7/23/2002
533,LEASE#dq-1001,201 Evergreen Alley,San Francisco,94142,Resident,1,7/22/2001,7/22/2002
525,LEASE#fp-5169,3845 Roxbury Plaza,San Luis Obispo,93407,Resident,2,7/21/2000,7/21/2002
608,LEASE#sm-8465,52 Mayer Lane,Sacramento,95823,Resident,1,7/16/2001,7/16/2002
280,LEASE#kp-9896,1590 Sauthoff Plaza,Fullerton,92640,Resident,2,7/2/2000,7/2/2002
243,LEASE#is-2924,447 Eggendart Street,Visalia,93291,Resident,1,7/1/2001,7/1/2002
12,LEASE#kk-8001,92 Logan Way,Columbus,31904,Resident,1,6/23/2001,6/23/2002
983,LEASE#kt-7781,3 Red Cloud Lane,Los Angeles,90101,Resident,2,6/22/2000,6/22/2002
442,LEASE#pc-0287,38 Bartelt Lane,Anaheim,92812,Resident,1,6/18/2001,6/18/2002
110,LEASE#al-6903,2 Chive Court,Los Angeles,90045,Resident,1,6/17/2001,6/17/2002
952,LEASE#th-3924,255 Bobwhite Alley,Oxnard,93034,Resident,1,6/13/2001,6/13/2002
748,LEASE#ub-4624,53 Vahlen Park,Long Beach,90810,Resident,1,6/12/2001,6/12/2002
543,LEASE#dj-1945,606 Dixon Lane,Sacramento,94291,Resident,2,6/8/2000,6/8/2002
736,LEASE#ce-9885,4753 Packers Crossing,Savannah,31422,Resident,2,5/29/2000,5/29/2002
643,LEASE#sl-4139,347 Nelson Place,Stockton,95298,Resident,1,5/26/2001,5/26/2002
270,LEASE#op-2727,4 Declaration Alley,Sacramento,95813,Resident,1,5/25/2001,5/25/2002
321,LEASE#sc-2219,892 Sherman Way,Macon,31296,Resident,1,5/25/2001,5/25/2002
578,LEASE#zf-3886,2369 Summerview Pass,San Diego,92186,Resident,1,5/13/2001,5/13/2002
379,LEASE#am-6370,033 Colorado Plaza,Anaheim,92812,Resident,2,5/12/2000,5/12/2002
672,LEASE#hf-5570,5475 Wayridge Park,Los Angeles,90071,Resident,1,5/12/2001,5/12/2002
73,LEASE#di-1826,5013 Michigan Way,Springfield,1152,Resident,2,5/11/2000,5/11/2002
789,LEASE#nf-7101,09 Elka Place,Sacramento,94245,Resident,1,5/10/2001,5/10/2002
300,LEASE#aw-1759,81722 Pepper Wood Trail,Cumming,30130,Resident,2,5/3/2000,5/3/2002
824,LEASE#ff-6197,83669 Debra Road,San Diego,92105,Resident,1,4/23/2001,4/23/2002
230,LEASE#zj-0081,37 Farragut Hill,San Diego,92165,Resident,2,4/18/2000,4/18/2002
976,LEASE#ca-3946,11 Talmadge Place,Lynn,1905,Resident,2,4/13/2000,4/13/2002
948,LEASE#ds-8757,4863 Loeprich Junction,Los Angeles,90101,Resident,1,4/10/2001,4/10/2002
761,LEASE#jo-1236,75 Grover Parkway,Corona,92883,Resident,2,4/9/2000,4/9/2002
343,LEASE#ie-9503,389 Loeprich Point,Duluth,30096,Resident,1,4/5/2001,4/5/2002
680,LEASE#wl-9060,16 Eastwood Lane,Atlanta,30340,Resident,2,4/3/2000,4/3/2002
534,LEASE#zj-8567,56 Toban Court,Fresno,93773,Resident,2,3/27/2000,3/27/2002
904,LEASE#na-4512,97 Mariners Cove Pass,Ventura,93005,Resident,1,3/17/2001,3/17/2002
867,LEASE#ld-8025,182 Hudson Crossing,Concord,94522,Resident,1,3/16/2001,3/16/2002
251,LEASE#ug-3170,43825 Anhalt Junction,Northridge,91328,Resident,2,3/13/2000,3/13/2002
308,LEASE#tv-7444,5 Prentice Point,Whittier,90610,Resident,1,3/5/2001,3/5/2002
740,LEASE#yr-6668,1574 Crest Line Parkway,Glendale,91210,Resident,1,2/27/2001,2/27/2002
924,LEASE#ng-4615,57 Toban Center,Los Angeles,90094,Resident,2,2/22/2000,2/22/2002
613,LEASE#ca-2660,6 Bunting Way,San Jose,95128,Resident,2,2/18/2000,2/18/2002
794,LEASE#wx-0590,10153 Monument Court,Northridge,91328,Resident,2,2/15/2000,2/15/2002
553,LEASE#dj-3512,0962 Mitchell Center,Athens,30605,Resident,1,2/11/2001,2/11/2002
126,LEASE#lc-2218,33919 Kinsman Parkway,San Francisco,94121,Resident,1,2/7/2001,2/7/2002
276,LEASE#hv-7862,6208 Helena Pass,Pasadena,91103,Resident,2,2/2/2000,2/2/2002
370,LEASE#ol-0670,0 Lukken Circle,Oakland,94611,Resident,2,1/31/2000,1/31/2002
293,LEASE#zs-1465,59569 Di Loreto Place,Pasadena,91125,Resident,1,1/27/2001,1/27/2002
687,LEASE#fs-9903,10065 Stoughton Lane,Whittier,90610,Resident,1,1/23/2001,1/23/2002
814,LEASE#qq-9614,04 Sherman Park,Visalia,93291,Resident,2,1/21/2000,1/21/2002
224,LEASE#pi-3097,8038 Walton Terrace,Lawrenceville,30045,Resident,2,1/20/2000,1/20/2002
95,LEASE#yw-3204,53 Helena Lane,Brea,92822,Resident,2,1/17/2000,1/17/2002
582,LEASE#ie-4097,4231 Knutson Crossing,Savannah,31405,Resident,2,1/12/2000,1/12/2002
383,LEASE#nv-7082,271 Burning Wood Point,Los Angeles,90040,Resident,1,1/10/2001,1/10/2002
289,LEASE#dh-3121,1 Kingsford Terrace,Santa Barbara,93150,Resident,1,1/2/2001,1/2/2002
290,LEASE#dt-9745,7 Ryan Center,Fresno,93750,Resident,1,12/27/2000,12/27/2001
31,LEASE#ib-2090,8 Old Gate Street,Garden Grove,92645,Resident,1,12/17/2000,12/17/2001
807,LEASE#vk-7243,479 Independence Center,Palo Alto,94302,Resident,1,12/15/2000,12/15/2001
907,LEASE#yw-0937,7233 Park Meadow Pass,Pasadena,91109,Resident,1,12/9/2000,12/9/2001
906,LEASE#fe-7148,74 Leroy Circle,Bakersfield,93399,Resident,1,12/1/2000,12/1/2001
294,LEASE#ph-5963,1 Dapin Hill,Lynn,1905,Resident,1,11/29/2000,11/29/2001
194,LEASE#ql-8253,3 Bluestem Terrace,San Francisco,94116,Resident,1,11/7/2000,11/7/2001
39,LEASE#xt-2199,3190 Anniversary Point,Brockton,2405,Resident,1,11/3/2000,11/3/2001
295,LEASE#qf-1053,3 Norway Maple Road,Valdosta,31605,Resident,1,11/3/2000,11/3/2001
458,LEASE#ss-4094,2777 Carey Parkway,Long Beach,90840,Resident,1,10/29/2000,10/29/2001
879,LEASE#ny-6611,812 Manley Alley,Riverside,92519,Resident,1,10/6/2000,10/6/2001
284,LEASE#wf-3738,2549 Aberg Road,Lancaster,93584,Resident,1,9/17/2000,9/17/2001
133,LEASE#qp-2361,3 Ruskin Junction,Boston,2283,Resident,1,9/4/2000,9/4/2001
346,LEASE#bs-7509,1 Bluejay Plaza,Boston,2109,Resident,1,8/31/2000,8/31/2001
961,LEASE#gd-3474,62799 Bultman Court,Santa Ana,92705,Resident,1,8/31/2000,8/31/2001
991,LEASE#py-5910,3433 Dovetail Court,Whittier,90610,Resident,1,8/20/2000,8/20/2001
260,LEASE#va-5371,46021 Eliot Trail,Fresno,93750,Resident,1,8/10/2000,8/10/2001
376,LEASE#mj-0659,22260 Gina Trail,Gainesville,30506,Resident,1,8/10/2000,8/10/2001
514,LEASE#qq-6384,7523 Del Mar Center,Atlanta,30386,Resident,1,8/10/2000,8/10/2001
603,LEASE#vc-7783,06897 Esch Center,Pomona,91797,Resident,1,7/27/2000,7/27/2001
78,LEASE#yo-7989,9045 Morning Place,Garden Grove,92645,Resident,1,7/19/2000,7/19/2001
744,LEASE#uk-1982,83 Mariners Cove Alley,San Rafael,94913,Resident,1,7/19/2000,7/19/2001
730,LEASE#vn-1170,9 Chinook Plaza,Los Angeles,90101,Resident,1,7/17/2000,7/17/2001
398,LEASE#km-5323,8 Declaration Road,Fresno,93750,Resident,1,7/2/2000,7/2/2001
839,LEASE#gb-1485,5836 Dayton Avenue,Atlanta,30336,Resident,1,6/22/2000,6/22/2001
846,LEASE#dn-1468,5 North Junction,San Diego,92132,Resident,1,6/22/2000,6/22/2001
47,LEASE#jn-2444,373 Grover Center,Orange,92668,Resident,1,6/19/2000,6/19/2001
69,LEASE#ov-9689,0339 Armistice Alley,Berkeley,94712,Resident,1,6/19/2000,6/19/2001
367,LEASE#xb-4755,137 Calypso Parkway,South Lake Tahoe,96154,Resident,1,6/15/2000,6/15/2001
94,LEASE#gk-2594,75289 Bay Circle,Riverside,92519,Resident,1,6/10/2000,6/10/2001
902,LEASE#qp-7601,123 Meadow Vale Plaza,Van Nuys,91499,Resident,1,6/9/2000,6/9/2001
83,LEASE#fk-4187,58989 Dottie Crossing,Newton,2162,Resident,1,5/15/2000,5/15/2001
432,LEASE#ti-7878,9874 Lunder Way,Long Beach,90805,Resident,1,5/9/2000,5/9/2001
523,LEASE#gb-5915,8 Grim Street,Irvine,92612,Resident,1,4/16/2000,4/16/2001
43,LEASE#cd-9837,38 Barnett Street,Atlanta,31190,Resident,1,4/11/2000,4/11/2001
85,LEASE#mz-1022,6042 Talisman Park,Los Angeles,90045,Resident,1,4/11/2000,4/11/2001
658,LEASE#ie-1058,1 Gulseth Crossing,Albany,31704,Resident,1,4/3/2000,4/3/2001
487,LEASE#cm-0243,5682 Blaine Road,Savannah,31416,Resident,1,3/26/2000,3/26/2001
36,LEASE#cu-1304,647 Tomscot Pass,Long Beach,90810,Resident,1,3/22/2000,3/22/2001
652,LEASE#wf-2720,9 Brentwood Pass,Pasadena,91125,Resident,1,3/11/2000,3/11/2001
874,LEASE#ov-0355,18193 Springs Court,Brockton,2405,Resident,1,3/4/2000,3/4/2001
195,LEASE#lr-3670,6290 Texas Road,San Jose,95155,Resident,1,3/3/2000,3/3/2001
903,LEASE#su-1540,98 Dayton Pass,Santa Barbara,93150,Resident,1,2/15/2000,2/15/2001
638,LEASE#up-7290,0 Brickson Park Alley,Mountain View,94042,Resident,1,2/9/2000,2/9/2001
586,LEASE#wo-4078,76 Bluejay Circle,San Francisco,94159,Resident,1,2/8/2000,2/8/2001
589,LEASE#ov-2280,35776 Union Crossing,Los Angeles,90094,Resident,1,1/30/2000,1/30/2001
978,LEASE#fc-3309,41 Tennessee Pass,Atlanta,30306,Resident,1,1/29/2000,1/29/2001
297,LEASE#xl-0030,4 Golf Place,Pasadena,91117,Resident,1,1/23/2000,1/23/2001
612,LEASE#nb-8171,936 Troy Crossing,Boston,2203,Resident,1,1/4/2000,1/4/2001
868,LEASE#mf-8000,42967 Merry Point,San Luis Obispo,93407,Resident,1,1/4/2000,1/4/2001
1,LEASE#bm-3719,123 Buell Drive,Los Angeles,90045,Resident,1,10/17/2017,10/17/2018
2,LEASE#ar-4891,6 Tennyson Park,San Diego,92127,Resident,3,7/24/2011,7/24/2014
3,LEASE#xm-4443,00590 Hagan Trail,San Jose,95155,Resident,2,4/25/2020,4/25/2022
4,LEASE#ay-6355,43145 Claremont Alley,San Diego,92191,Resident,1,11/2/2010,11/2/2011
5,LEASE#cf-2505,7491 Sloan Crossing,Los Angeles,90015,Resident,3,10/7/2019,10/7/2022
6,LEASE#sr-7430,3 Scoville Alley,Moreno Valley,92555,Resident,2,3/1/2016,3/1/2018
7,LEASE#um-7913,40205 Meadow Vale Terrace,Berkeley,94705,Resident,2,10/6/2011,10/6/2013
8,LEASE#uk-5445,6333 Continental Point,Fresno,93721,Resident,2,7/18/2019,7/18/2021
9,LEASE#ca-9184,3 Declaration Drive,Oakland,94605,Resident,2,2/10/2017,2/10/2019
10,LEASE#qt-5087,46751 Manley Center,Sacramento,94280,Resident,3,3/30/2013,3/30/2016
11,LEASE#oq-0954,35499 Lien Drive,Columbus,31904,Resident,1,6/13/2014,6/13/2015
12,LEASE#fe-9436,80523 Eastwood Crossing,Valdosta,31605,Resident,1,11/9/2012,11/9/2013
13,LEASE#ka-2688,442 Karstens Parkway,Sacramento,94291,Resident,2,6/27/2015,6/27/2017
14,LEASE#dc-4875,79037 Myrtle Parkway,Sacramento,95838,Resident,3,9/17/2016,9/17/2019
15,LEASE#xq-0943,669 4th Way,San Diego,92170,Resident,1,7/28/2011,7/28/2012
16,LEASE#ko-0923,199 4th Drive,Inglewood,90310,Resident,3,9/9/2020,9/9/2023
17,LEASE#ng-8315,46739 Farragut Crossing,Chico,95973,Resident,2,9/23/2018,9/23/2020
18,LEASE#zj-5004,2388 Cascade Circle,Atlanta,30328,Resident,2,11/6/2014,11/6/2016
19,LEASE#cm-9580,9876 Bultman Court,Sacramento,94257,Resident,3,9/6/2020,9/6/2023
20,LEASE#aj-6782,5 Walton Lane,Boston,2109,Resident,1,7/8/2019,7/8/2020
21,LEASE#me-3715,6767 Center Street,Sacramento,95894,Resident,1,7/9/2019,7/9/2020
22,LEASE#jd-8317,925 Oxford Center,Oxnard,93034,Resident,1,3/5/2013,3/5/2014
23,LEASE#go-7139,29303 Loeprich Park,San Diego,92160,Resident,1,6/20/2018,6/20/2019
24,LEASE#uo-7519,83 Del Sol Parkway,San Francisco,94169,Resident,2,10/31/2015,10/31/2017
25,LEASE#lv-3336,423 Florence Circle,Atlanta,30380,Resident,2,3/25/2013,3/25/2015
26,LEASE#ra-2098,970 Lotheville Court,Sacramento,94245,Resident,1,10/1/2012,10/1/2013
27,LEASE#yf-2890,5 Rigney Circle,Macon,31296,Resident,2,1/15/2016,1/15/2018
28,LEASE#ue-4261,9956 Dwight Plaza,Duluth,30195,Resident,1,5/31/2021,5/31/2022
29,LEASE#qp-2676,018 International Center,San Diego,92132,Resident,3,8/20/2016,8/20/2019
30,LEASE#bb-5607,206 Lindbergh Park,Pasadena,91117,Resident,3,6/20/2012,6/20/2015
31,LEASE#xg-5521,024 Vahlen Road,San Jose,95133,Resident,1,12/25/2016,12/25/2017
32,LEASE#lm-5176,1659 Ramsey Center,Pasadena,91109,Resident,2,3/31/2017,3/31/2019
33,LEASE#qu-5435,4684 Kennedy Parkway,Stockton,95298,Resident,1,9/21/2011,9/21/2012
34,LEASE#ur-9647,7481 Fremont Street,San Rafael,94913,Resident,2,2/13/2016,2/13/2018
35,LEASE#ia-4579,801 Hoffman Trail,San Jose,95108,Resident,1,11/12/2019,11/12/2020
36,LEASE#yr-2522,24 Hoffman Plaza,Torrance,90510,Resident,3,3/13/2018,3/13/2021
37,LEASE#sf-8355,3 Blackbird Place,Santa Cruz,95064,Resident,1,2/23/2016,2/23/2017
38,LEASE#ea-9154,4129 Erie Pass,Savannah,31405,Resident,1,10/1/2017,10/1/2018
39,LEASE#xm-2377,78964 Warrior Trail,Garden Grove,92645,Resident,3,2/11/2018,2/11/2021
40,LEASE#io-5152,4 Rowland Parkway,Marietta,30066,Resident,1,12/11/2020,12/11/2021
41,LEASE#tb-6980,85 Red Cloud Park,Fresno,93778,Resident,2,1/22/2015,1/22/2017
42,LEASE#db-0011,88 American Ash Street,San Diego,92145,Resident,3,1/9/2012,1/9/2015
43,LEASE#uw-3136,1581 Starling Point,Burbank,91520,Resident,2,5/20/2018,5/20/2020
44,LEASE#ug-1472,72 Eliot Avenue,Oakland,94627,Resident,3,10/9/2012,10/9/2015
45,LEASE#ac-6437,2675 Sachtjen Junction,Long Beach,90831,Resident,1,8/1/2016,8/1/2017
46,LEASE#ou-9540,4134 Sheridan Lane,Cambridge,2142,Resident,2,7/24/2018,7/24/2020
47,LEASE#pw-6459,9810 Daystar Way,Savannah,31405,Resident,3,10/7/2011,10/7/2014
48,LEASE#zf-4104,4 Donald Way,Springfield,1152,Resident,1,8/25/2010,8/25/2011
49,LEASE#pj-1435,41 Laurel Alley,Santa Monica,90410,Resident,1,9/21/2020,9/21/2021
50,LEASE#oh-7810,23132 Maple Wood Plaza,Cambridge,2142,Resident,1,10/12/2017,10/12/2018
51,LEASE#fd-8735,93089 Ryan Way,Lancaster,93584,Resident,3,8/31/2015,8/31/2018
52,LEASE#ma-8689,91242 Sloan Alley,Columbus,31914,Resident,1,1/25/2011,1/25/2012
53,LEASE#pd-9995,0648 Mayer Way,Santa Rosa,95405,Resident,1,11/26/2015,11/26/2016
54,LEASE#jx-1970,4330 Roxbury Crossing,Los Angeles,90035,Resident,1,11/27/2016,11/27/2017
55,LEASE#yd-7308,76611 Rockefeller Center,San Francisco,94142,Resident,3,6/23/2021,6/23/2024
56,LEASE#lb-3679,39 Kropf Way,Atlanta,31165,Resident,2,3/18/2020,3/18/2022
57,LEASE#fo-2299,04 Colorado Plaza,Los Angeles,90189,Resident,1,5/26/2019,5/26/2020
58,LEASE#en-5183,1771 Mosinee Street,San Francisco,94132,Resident,1,1/15/2014,1/15/2015
59,LEASE#nx-8830,39 Spaight Road,Fresno,93778,Resident,1,9/30/2020,9/30/2021
60,LEASE#oo-0201,7638 Birchwood Circle,Boston,2298,Resident,3,10/22/2016,10/22/2019
61,LEASE#jn-9746,04856 Veith Pass,Albany,31704,Resident,3,1/13/2017,1/13/2020
62,LEASE#ze-3505,87 Grover Avenue,Irvine,92612,Resident,2,10/19/2015,10/19/2017
63,LEASE#oc-6536,33 Anhalt Parkway,San Francisco,94142,Resident,1,4/19/2013,4/19/2014
64,LEASE#xf-4374,23 Pawling Lane,Pasadena,91109,Resident,1,4/25/2011,4/25/2012
65,LEASE#xk-7791,170 Kedzie Terrace,Atlanta,30316,Resident,1,11/10/2010,11/10/2011
66,LEASE#hi-9090,8845 Memorial Plaza,Simi Valley,93094,Resident,3,4/28/2011,4/28/2014
67,LEASE#ya-6361,593 6th Hill,Long Beach,90840,Resident,2,2/14/2020,2/14/2022
68,LEASE#aq-7855,594 Express Circle,San Francisco,94177,Resident,2,5/18/2018,5/18/2020
